,Title,info,Rating,Views,Description,Price
702,The Girl of My Dreams,"English, Paperback, Datta Durjoy",4.3,"(6,193)","Waking up from a long coma, Daman learns that he was in a massive car crash with a girl who vanished soon after the accident, leaving him for dead. Strangely, all he remembers is a hazy face, her hypnotic eyes, and her name-Shreyasi. To come to terms with his memory lapse he starts piecing together stories about himself and Shreyasi from his dreams, which he then turns into a hugely popular blog. When he's offered a lucrative publishing deal to convert his blog pieces into a novel, he signs up immediately. However, he gives in to editorial pressure and agrees to corrupt the original edgy character of Shreyasi. Big mistake. From then on Daman is stalked and threatened by a terrifying beauty who claims to be Shreyasi and who will stop at nothing to make him pay for being a sell-out. Before Daman fights back, he needs to know: Is she really who she claims to be? What does she want from him now? What if he doesn't do what she wants him to?",₹158
704,The Winning Attitude: How to Create Extraordinary Resul...,"English, Paperback, Jeff Keller",4.6,"(1,445)","As a motivational speaker and coach, one question that Jeff Keller often gets asked is 'What separates successful people from everyone else?' His answer is an overwhelming stress on the 'right attitude'. In fact, it always boils down to what Jeff popularly refers to as the 'winning attitude'. No matter where you are on your journey of self-development, a winning attitude will always be the differentiator as Jeff Shows in example after example, covering virtually all the important aspects of our life. This book presents fifty-four golden principles that can dramatically change your life. For more than thirty years, these principles have changed Jeff's life for the better - and they have done it for millions of others. Read it, enjoy it, apply the principles and you will create extraordinary results in your life.",₹145
705,To Kill A Mockingbird,"English, Paperback, Lee Harper",4.4,"(8,461)","About the BookSet during the Great Depression in the fictional town of Maycomb, Alabama, To Kill a Mockingbird revolves around Jean Louise Finch, an intelligent yet unconventional girl whose age ranges from six to nine in the three years that the novel covers. While the characters of this book are remotely based on Harper Lee’s observations of her family and neighbours, its plot is based on an event that occurred in Lee’s hometown of Monroeville, Alabama, in 1936.  About the Author A connoisseur of modern American literature, Harper Lee was a novelist whose fictional work, To Kill a Mockingbird, catapulted her to success. She has received several accolades for her contribution to English literature, including the Presidential Medal of Freedom. Besides To Kill a Mockingbird, Harper Lee has also written a book named, Go Set a Watchman, that was published in 2015. Once this book was published, it was confirmed to be the first draft of To Kill a Mockingbird which Harper Lee had penned in the mid-1950s. ",₹260
706,Forever Is a Lie,"English, Paperback, Chakraborty Novoneel",4.5,"(4,312)","The best thing happened to her . . . but in the worst way possible . . . Prisha Srivastav turned eighteen two months back. Hailing from Faridabad, she studies mass communication in Bengaluru. She meets a mysterious man, double her age, who goes by the name 'the mean monster' in the Bengaluru party circuit. Intrigued, she pursues him and falls for him. However, there's a problem. Prisha doesn't know he kills the one who loves him. Literally. From the master of twists, Novoneel Chakraborty, comes another beguiling tale of dark romance and thrill that won't let you put the book down till the last page.",₹171
707,Sputnik Sweetheart,"English, Paperback, Murakami Haruki",4.2,(535)," Sputnik Sweetheart is the story of a young woman who falls deeply in love, and then mysteriously disappears.  Summary Of The Book  Sputnik Sweetheart is narrated by ‘K’, a man who is the close friend of the novel’s main character, an intriguing young woman named Sumire. Sumire is an aspiring writer who manages to live off the money her family sends her, as she has simple tastes and few other interests beyond her writing.  	As K begins the story, he tells of how Sumire, at age 22, fell madly in love. She is a woman who, till then, felt little in ways of sexual passion as she once confessed to her friend K. But, when she does fall in love, it comes with a passion that threatens to overwhelm her.  	This is a love that confuses her, for the object of her passion is a beautiful older woman named Miu. Sumire never had any idea that she might be lesbian, and it is unsettling for her. However, her love is so great, that she changes her entire life to suit its demands.  	Sumire is a young woman who usually does not care about her appearance, dressing in heavy boots and oversized coats. But, after she meets the elegant Miu, she begins to change, mimicking the way Miu dresses and acts and speaks.  	Sumire accepts a job offer from Miu and  goes with her to Europe. She regularly writes to K, describing their travels across Europe and then finally proceeding to a Greek island. Then, the letters suddenly stop.  	One day, K gets a call from Miu, saying Sumire has disappeared and she would like him to come down and help her find the lost woman. As K starts on the quest, he begins discovering strange things that unsettle him.  	The plot of Sputnik Sweetheart takes a sharp turn as it opens up strange possibilities, as those that might happen in a fantasy or science fiction novel. Could it really be true, wonders K, as he tries to find his friend Sumire, whom he is secretly in love with, though he never told her that.  About Haruki Murakami  	Haruki Murakami is a Japanese bestselling author.  	Other books by Haruki Murakami are The Wind-Up Bird Chronicle, Blind Willow, Sleeping Woman, Kafka on the Shore, What I Talk About When I Talk About Running, and The Elephant Vanishes.  	His stories focus on themes of alienation and loneliness.  	Haruki Murakami was born in 1949 in Kyoto, Japan. Influenced heavily by Western culture from youth, he grew up reading books by American writers like Richard Brautigan and Kurt Vonnegut. He studied Drama at Tokyo’s Waseda University. While there, he met his future wife, Yoko. Murakami first began writing at age 29. Many of his titles have roots in western music. He is a marathon runner and triathlete. He has won many awards including the World Fantasy Award and the Noma Literary Prize.",₹381
708,Beloved,"English, Paperback, Morrison Toni",4.4,(740)," Beloved is a masterpiece written by the Nobel Prize winning author Toni Morrison. It is based on the true story of Margaret Garner, an African-American slave.  Summary of the Book  	Margaret Garner escaped slavery in Kentucky, by fleeting to the free state, Ohio, in 1856. She killed her two-year-old daughter when she and her children were retrieved under the Fugitive Slave Act of 1850. In Beloved, the protagonist, Sethe, kills her daughter and tries killing her three other children, all of which happen in the same backdrop as the life of Margaret. Beloved won the Pulitzer Prize for Fiction in the year 1988 and made it as a finalist for the National Book Award in 1987. A movie of the same name was made in 1998, starring Oprah Winfrey and Danny Glover. The book depicts the poignant shades of not only slavery, but also of mother-daughter relationships and other human relationships intensely.  About Toni Morrison  	Toni Morrison was born in Ohio, United States, in 1931. She is a novelist, professor and editor. She holds an M.A. degree in English from the Cornell University. Apart from Beloved, some of her most notable works are Sula, Song of Solomon, Jazz, Tar Baby, and The Bluest Eye. She has also contributed to children’s literature. Morrison has won the most prestigious Novel Prize in Literature and the Presidential Medal of Freedom.",₹445
710,The Vault of Vishnu,"English, Paperback, Sanghi Ashwin",4.5,(398),"A Pallava prince travels to Cambodia to be crowned king, carrying with him secrets that will be the cause of great wars many centuries later.

A Buddhist monk in ancient China treks south to India, searching for the missing pieces of a puzzle that could make his emperor all-powerful.

A Neolithic tribe fights to preserve their sacred knowledge, oblivious to the war drums on the Indo-China border.

Meanwhile, far away in the temple town of Kanchipuram, a reclusive scientist deciphers ancient texts even as a team of secret agents shadows his every move.

Caught in the storm is a young investigator with a complex past of her own, who must race against time to maintain the balance of power in the new world.

Welcome back to the exciting and shadowy world of Ashwin Sanghi, where myth and history blend into edge-of-the-seat action.",₹268
714,Fast Track Objective Arithmetic 2012,"English, Paperback, Verma Rajesh",4.2,(664)," Fast Track Objective Arithmetic is a comprehensive book for candidates preparing for various competitive examinations. The book comprises of chapters on number system, HCF and LCM, simple and decimal fractions, percentage, profit and loss, ratio and proportion, time, work and wages, time and distance, simple interest, linear equations, geometry and trigonometry. In addition, the book consists of several solved and unsolved questions and model test papers for thorough revision and final practice. This book is essential for candidates appearing for exams like IBPS PO, Railway Recruitment examination, CTET, MAT, and GRE.  About Arihant Experts  	Arihant Experts is a sub-concern of Arihant Publications which uses dedicated experts in the field to author books catering to various competitive examinations. It has brought out other books such as AFCAT Air Force Common Admission Test for Flying and Technical Branch, National Insurance Company Assistant Recruitment Exam 2013 with Model Paper and Reserve Bank of India - Officer Grade 'B': Direct Recruitment Exam.",₹350
716,Harry Potter and the Deathly Hallows,"English, Paperback, Rowling J.K.",4.7,"(4,627)"," The Deathly Hallows is the final instalment of J.K. Rowling's bestselling series, Harry Potter. This title has Harry and his friends reeling after the death of the world's greatest wizard, Albus Dumbledore.  Summary of the Book  	Harry, Hermione and Ron have no other choice but to find all the remaining Horcruxes and destroy them forever, before Lord Voldemort can get his hands on them and kill Harry eventually. On the other hand, with Dumbledore's passing, hope seems to be at its dreariest. The Death-Eaters create chaos for the Muggles to struggle with, slaughtering several of them every day. To make things worse, the Ministry of Magic has also been compromised and is now under the control of the Dark Lord. Everyone seems to be a foe now. But Harry, Ron and Hermione are certain that they have to complete Dumbledore's remaining journey and destroy all the Horcruxes. Will they be successful?  About J. K. Rowling  	Joanne Rowling is an English writer. She achieved cult-status with seven Harry Potter books, The Tales of Beedle the Bard, Fantastic Beasts and Where to Find Them, and Quidditch Through the Ages. She has also written two murder mystery novels under the pseudonym, Robert Galbraith. Jo completed her B.A. in French and Classics at the University of Exeter. She was awarded the title of Officer of the Most Excellent Order of the British Empire for her contributions to charity and literature.",₹494
717,"Happy Birthday, Geronimo!","English, Paperback, Stilton Geronimo",4.6,(200),"When you're with Geronimo Stilton, it's always a fabumouse adventure!

Geronimo is celebrating his birthday! He is out with his family when he realizes someone has replaced all of his money with counterfeit bills. Geronimo and Hercule set out to find the thieves!",₹236
718,Potential Boyfriend,"English, Paperback, Kumar Roopesh",4.6,(229),"Love stories around the world are simple. Boy and Girl meet. They fall in love. They have good understanding. They make a perfect relationship. In India, it takes something more to be called a perfect relationship. Boy and Girl meet. They fall in love. They have good understanding. Boy is ready to marry girl. Girl is ready to sleep with boy. They make a perfect relationship. Welcome to Potential Boyfriend, a story about Vardan Awasthi and Niti Handa. Vardan doesn’t believe in true love. He has had thirteen girlfriends in the past. And the biggest misery of his life is he is still a virgin. He is desperately looking for a relationship where he can get rid of his virgin-tag. His best friends, Sejal and Adithya, suggest him to become a potential boyfriend before making a move. The turning point in his life is when he meets Niti and starts falling in love with her. Will he ever tell her what he feels for her? If he does, will she ever accept him? And if she does, will he ever get what he expects out of a relationship? Will he ever become a potential boyfriend? From the author of bestselling novel ‘I’m An Average Looking Boy...will you be my girlfriend’ comes another witty tale of love, friendship and romance.",₹99
722,The Power of Habit,"English, Paperback, Duhigg Charles",4.5,"(4,532)"," The Power of Habit: Why We Do What We Do in Life and Business, authored by Charles Duhigg, is a New York Times Best-seller book about improving our habits for a better life.  Summary of the Book  	In The Power of Habit, the renowned business reporter Charles Duhigg introduces us to the delightful edge of scientific innovations in and exploration into our habits. The book delves into matters like why habits exist and how they can be changed for a better way of business and eventually life. The human nature is studied extensively, attempting to come up with ways for better performance. He also discusses the methods of learning, why a few people and business ventures find it really hard to change, in spite of many years of struggling and trying, while some people seem to achieve it all in an instant. He even virtually takes us to those laboratories where neuroscientists are constantly discovering the part of our brains responsible for choosing our habits the way they are. The Power of Habit does offer an intriguing read.  About Charles Duhigg  	Charles Duhigg is a writer, an author and an investigative reporter for The New York Times. He graduated from the Harvard Business School and Yale College. He is honoured with the National Academies of Sciences, National Journalism, George Polk and other awards. Charles also made it to the team of finalists for the Pulitzer Prize in the year 2009. He also contributes frequently to Frontline, NPR, PBS, This American Life, and News Hour.",₹999
724,And the Mountains Echoed,"English, Paperback, Hosseini Khaled",4.3,"(3,555)"," Set in Afghanistan, in 1952, And The Mountains Echoed, by Khaled Hosseini, is a novel that depicts the lives of two siblings and their casual trip to Kabul, which changes the course of their lives forever.  Summary of the Book  	Abdullah and his sister live with their father and foster mother. They are not so well-off financially, and their father is always on a job hunt to make ends meet. One day, he decides to move from their village to Kabul but tries to stop Abdullah from coming along. He fails in the attempt due to his son's persistent temperament. Abdullah loves his sister extremely and would do anything to make sure she is happy. The two are inseparable and seem to have no clue about the events that are about to take place during their journey. What begins as an insignificant journey, transforms the course of their lives and those of others through the next 60 years.  About Khaled Hosseini  	Khaled Hosseini is an Afghan-born novelist and physician. His books, The Kite Runner and A Thousand Splendid Suns are bestselling titles which were in the number one place for more than a hundred weeks. After this book, he decided to stop practicing medicine and decided to be a full-time writer.",₹334
725,How to Win Friends & Influence People - The First and S...,"English, Paperback, Carnegie Dale",4.5,"(8,399)"," How to Win Friends & Influence People is a classic self-help book by Dale Carnegie.  Summary of the Book  	Dale Carnegie discusses how to increase improve one’s popularity by winning them over through simple changes in one’s actions. He teaches readers how to impress people with his world-famous techniques which can help readers learn how to sell ideas and products by controlling their audience’s emotions effectively. This book is a classic work on people skills, and it lays the foundation for the Dale Carnegie Course.  About Dale Carnegie  	Dale Breckenridge Carnegie was an American writer, self-improvement course developer and lecturer, corporate trainer and public speaker. He is best remembered for his books: How to Win Friends and Influence People, How to Stop Worrying and Start Living and Lincoln the Unknown. 	Struggling through poverty in his childhood, Carnegie studied at the State Teacher's College in Warrensburg. He worked in various sales jobs until he quit to become a lecturer but became an actor instead and not a very successful one at that. He then began developing, what is now called, the Dale Carnegie Course by asking people at the YMCA to speak on what makes them angry. His course remains one of the foremost modules on self-improvement and is used as a corporate training program even today.",₹95
726,The Boy You've Loved Reading About Box Set,"English, Mixed media product, Durjoy Datta,",4.6,"(1,285)","Raghu pretends that there is nothing remarkable about his life even as he hides a dark secret. At the same time, he feels drawn to the fascinating Brahmi-a girl quite like him, yet so different. No matter how hard Raghu tries, he begins to care... Then life throws him into the deep end and he has to face his worst fears. Will love be strong enough to pull him out? On a fateful night, two years ago, Raghu couldn't save his first love, Brahmi. Another blow to his heart that he must hide from the world, but the annoying and persistent Advaita just won't let him be. She wants to love him back to life but she must find out what wrecked him in the first place.",₹312
727,The Forty Rules of Love,"English, Paperback, Shafak Elif",4.5,"(1,904)"," The Forty Rules of Love by Elif Shafak is here to elucidate the fact that all you need is love. It brings the idea of love for humanity into the forefront in a world that is devoid of spiritualism and faith. This powerful novel not only compares two different generations, but it also brings together two centuries to drive home the fact that the world truly needs only one solution for all its problems - love.  About the Novel  	No matter the nature of the problem - cosmic, national, regional, or personal, this novel states that love has the power to save humanity from religious bigotry and intolerance of beliefs and ideas. The Forty Rules of Love is here to remind you that not all is lost in the world. It’s here to help you think more about this world and also help you fall in love with the world of Sufism.  About the Author  	Elif Shafak is a Turkish-British novelist and a women’s rights activist who has also been vocal about minority rights and freedom of speech. She writes and speaks about a range of issues including global and cultural politics, the future of Europe, Turkey and the Middle East, democracy and pluralism. Shafak writes in both Turkish and English and has published 16 books, 10 of which are novels, including The Bastard of Istanbul, The Forty Rules of Love and Three Daughters of Eve. Her books have been translated into 49 languages and she has been awarded the prestigious Chevalier de l'Ordre des Arts et des Lettres.",₹499
730,The Fountainhead,"English, Paperback, Rand Ayn",4.4,"(3,910)"," The Fountainhead is one of Ayn Rand’s remarkable novels. The creation of the timeless Howard Roark’s character in this book, still remains to be an inspiration to those who dare question conventional ways art or way of life. It is a passionate account of individualism and the might of a man’s creative potential.  Summary of the Book  	Howard Roark is a brilliant architect who is despised the most for his sheer ability and his disregard for conservatism in architecture. Peter Keating, on the other hand, is a famous, yet an inane architect, who acquires a job in a renowned firm. Although Roark creates remarkable works, they go unnoticed or chided. His association with the fallen hero Henry Cameron doesn’t help him much either. Ellsworth Toohey owns a famous architecture column, whose writing pretty much has the power to make or break an architect’s life. Dominique, although attracted to Roark the very first time she sees him, accuses him of a rape after their brief sexual encounter. Gail Wynand is the editor-in-chief of the famous Banner. The lives of Keating, Wynand, Dominique and Roark become intertwined due to shocking twists and turns that Ayn weaves magically in this book, which was way ahead of its times. Grab a copy of The Fountainhead and treat yourself to one of the most riveting reads a novel could ever offer!  About Ayn Rand  	Ayn Rand was a Russian-American writer, novelist, and philosopher who first came up with the philosophical system called Objectivism. She was born in Russia in 1905. She admitted to have started penning screenplays since she was eight years old, as she lacked any interest in going to school. She also started writing novels when she was only ten. When Rand was in high school she became a self-proclaimed atheist and asserted that she believed in the significance of reason more than anything else. After high school, she came back to Saint Petersburg, her birth place, and joined the Petrograd State University. She studied social pedagogy and history there. Ayn also studied at the State Technicum for Screen Arts in Leningrad for a year, after which she evolved her philosophy, Objectivism. She did so not only through her non-fiction writing, but also by giving lectures at several universities like Princeton, Yale, Harvard, Columbia, and MIT. She received an honorary doctorate from the Lewis & Clark College in 1963. Rand passed away due to heart failure in 1982 in New York City. Some of her other best-selling works are Atlas Shrugged, Night of January 16th, and The New Left: The Anti-Industrial Revolution.",₹268
731,"Ohh Yes, I'm Single","English, Paperback, Datta Durjoy",4.3,(980)," How do you comprehend that she or he is the one for you? Oh Yes, I’m Single! And So is My Girlfriend, revolves around Joy and Manika who assume different people to be their soulmates but have a deep connection with one another.  Summary of the Book  	Joy and Manika are attracted towards each other, but don’t take it to the next level. Joy gets into a relationship with another girl, when she walks out on him, he is left depressed and broken. Manika makes a comeback in his life and takes care of him, thus helping him get out of the depression. Some love stories are imperfect which is what makes them so adorable and complete. Joy has the girl of his dreams standing right in front him. Will he realise that it’s Manika who will complete him, or forgo the chance? Oh Yes! I’m Single! And So is My Girlfriend is a light read which will make you ponder over relationships.  About the Authors  Durjoy Dutta is an Indian author. He has a degree in engineering and has obtained an MBA. Dutta has authored books like Of Course I Love You! Till I Find Someone Better, Ohh Yes, I Am Single! And So Is My Girlfriend! and Someone Like You.  Neeti Rustagi is an Indian author and has over ten years of experience in the hospitality industry. She has co-authored the book Oh Yes, I’m Single! And So is My Girlfriend.",₹171
732,Cheaters,"English, Paperback, Chakraborty Novoneel",4.4,"(1,903)","Cheaters tells nine short stories, each discussing a different shade of infidelity in today's times, when societal norms are still the same-archaic. However, the urge to explore and experiment amongst the youth is at an all-time high. This friction, if not handled well, could lead to unexpected roads. Each story, though high on emotion, unfolds in a thrilling narrative.",₹110
734,Colouring Books Collections for Early Learning by InIka...,"English, Paperback, InIkao",4.4,"(3,170)","Contains 8 A4 Size Multi color Copy Colouring Books of 16 Pages each. Titles Includes Basic Strokes, Alphabets, Numbers, Colors and Shapes, Rhymes and Toys. Printed on 67GSM West Coast Paper with Imported Ink. A Total of 90+ Images available for colouring practice. Perfect colouring books for early learning",₹189
737,Half Girlfriend,"English, Paperback, Bhagat Chetan",4.2,"(58,839)","Summary of the BookThe story of this novel is set in locations such as rural Bihar, New Delhi, Patna, and New York. This is the story of a boy from Bihar who is on a quest to win over the girl he loves. In this book, Chetan Bhagat dives into the sentiments experienced by a backward rural boy who enrols himself at the prestigious English-medium St. Stephen’s College, New Delhi. He then falls in love with a classy English-speaking rich girl from Delhi. He has a major linguistic set back as he doesn't speak English well. The girl does not give in to his attempts but instead agrees to be his ""half girlfriend”.About the AuthorBorn to an Army officer and a government servant, Chetan Bhagat’s destiny to become a writer was far from foreseen. After completing his mechanical engineering from IIT Delhi, Chetan went on to obtain his MBA from the prestigious IIM Ahmedabad. But, it wasn’t until a decade of trying to fit into the corporate way of living when Chetan decided that he needed to dedicate his life to writing. Since then, Chetan has authored several best-selling novels, such as Five Point Someone, The Girl in Room 105 and 2 States, among others. Not only did Chetan’s works inspire some hit films, such as Kai Po Che, 2 States and 3 Idiots, but they also helped him get featured in Forbes India magazine as one of the top celebrities of India (2016). ",₹168
738,The Best Couple Ever,"English, Paperback, Chakraborty Novoneel",4.5,"(2,617)","Do you flaunt your happy moments in the form of filtered photographs on Facebook, Instagram, etc.? Do you and your partner set relationship goals for others on social media? Do you make people jealous of the perfect life you are living? Do you portray yourself as a forever-happy person to your social media followers? Do you think you are a cyber-world aspiration? If no, then chill. If yes, then congrats! You are their next target.",₹136
740,How to Stop Worrying and Start Living,"English, Paperback, Dale Carnegie",4.4,(751),"How to Stop Worrying and Start Living deals with fundamental emotions and ideas. It is fascinating to read and easy to apply. Let it change and improve you. There's no need to live with worry and anxiety that keep you from enjoying a full, active and happy life.",₹105
741,Call Me By Your Name,"English, Paperback, Aciman Andre",4.7,"(1,006)","Now a Major Motion Picture from Director Luca Guadagnino, Starring Armie Hammer and Timothee Chalamet, and Written by James Ivory WINNER BEST ADAPTED SCREENPLAY ACADEMY AWARD Nominated for Four Oscars A New York Times Bestseller A USA Today Bestseller A Los Angeles Times Bestseller A Vulture Book Club Pick An Instant Classic and One of the Great Love Stories of Our Time Andre Aciman's Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliffside mansion on the Italian Riviera. Each is unprepared for the consequences of their attraction, when, during the restless summer weeks, unrelenting currents of obsession, fascination, and desire intensify their passion and test the charged ground between them. Recklessly, the two verge toward the one thing both fear they may never truly find again: total intimacy. It is an instant classic and one of the great love stories of our time.",₹325
745,Rajmohan's Wife,"English, Paperback, Chattopadhyay Bankimchandra",4.5,(227)," 	Rajmohan’s Wife, first serialized in 1864, marked Bankimchandra Chattopadhyay’s debut as a writer. He went on to write fourteen novels in Bengali, including the epochal Anandamath and the verse ‘Vande Mataram’, which became the national song of India.  	The beautiful and passionate Matangini, married to a villainous man and in love with her sister’s husband, represents the vitality of women who remain strong in the face of brutality and the confining expectations of middle-class society. Bankimchandra’s vivid descriptions of the routine of Bengali households provide a revealing portrait of life in the nineteenth century.  	Rajmohan’s Wife continues to be relevant for its universal themes of love and romance and resonates even today for its portrayal of strong women. 	 ",₹208
747,The Wind-Up Bird Chronicle,"English, Paperback, Murakami Haruki",4.6,(346)," The Wind-Up Bird Chronicle is a contemporary novel by Haruki Murakami.  Summary of the Book  	In a Tokyo suburb, Toru Okada searches for his wife’s lost cat. However, the hunt turns nightmarish as he begins searching for his wife in the underworld below the calm surface of Tokyo. Soon, both of his searches lead him towards unlikely allies: a psychic prostitute, an evil politician who is praised by the media, a sixteen year old girl who is oddly morbid yet cheerfully so and an old war veteran who is scarred by his experiences in the Manchuria campaign. This collection brings together: The Thieving Magpie, Bird as Prophet and The Birdcatcher.  About Haruki Murakami  	Haruki Murakami is a Japanese novelist, best known for writing 1Q84, A Wild Sheep Chase, and Norwegian Wood.  	Murakami-san won the Yomiuri Literary Award for this title from the well-known critic Kenzaburo Oe.",₹534
748,Lolita,"English, Paperback, Nabokov Vladimir",4.4,"(1,773)"," A controverial novel, Lolita is a literary novel about a man's erotic love for his young step-daughter.  Summary of the Book  	Haunted by the death of a childhood sweetheart, Humbert Humbert has a softspot for young girls. When he meets Dolores Haze, a twelve year old nymphet as he calls her, he begins to feel a strong sexual pull towards her. The novel explores Humbert's obsessive and perhaps doomed feelings for the young girl, feelings which he begins to explore further when he becomes her step-father.  About Vladimir Nabokov  	Vladimir Nabokov was a Russian novelist. He is well known for Pale Fire, The Enchanter, Mary and Transparent Things.  	The current title has often been the topic of movies and great debate about the controversial topics of underage sex and incest.",₹324
751,Time Management,"English, Paperback, Dixit Sudhir",4.5,(192),"Different than other usual time management books available, this book details 30 strategies and tacticsproven methods to get more done in the 24 hours that every single human being on earth has been granted.
Discover how to maximize your time by setting priorities, create useful schedules and learn to overcome procrastination, how to boost your energy level and productivity with good habits, proper food habits, exercise and sleep. Learn how to use the latest technology etc. can enable you to manage information and communicate more effectively and efficiently.",₹135
754,The World's Favourite,"English, Mixed media product, Christie Agatha",4.6,"(2,223)","A boxed set of the three books that have been confirmed in a popular vote as the World's Favourite Agatha Christie novels. In a worldwide poll to mark the Queen of Crime's 125th birthday on 15 September 2015, three books stood out as clear favourites amongst Christie fans past and present. And Then There Were None, Agatha Christie's 1939 standalone novel, was voted the World's Favourite Christie, collecting 21% of more than 15,000 votes cast. The runners up were Murder on the Orient Express with 15% and The Murder of Roger Ackroyd - one of Christie's personal favourites - with nearly 10%. Voters were asked to choose their favourite title from the full Christie canon via www.worldsfavouritechristie.com And Then There Were None was Agatha Christie's most successful book. With over 100 million copies sold worldwide, it is also the bestselling crime novel of all time. Called 'Agatha Christie's masterpiece' (Spectator) and the 'most baffling mystery Agatha Christie has ever written' (New York Times), it was famously difficult to write. Christie said she liked it for its 'difficult technique which was a challenge'. In And Then There Were None, ten strangers are invited to Soldier Island, an isolated rock near the Devon coast. Cut off from the mainland, with their generous hosts Mr and Mrs U.N. Owen mysteriously absent, they are each accused of a terrible crime. When one of the party dies suddenly they realise they may be harbouring a murderer among their number. The other two books see the Belgian detective Hercule Poirot facing two of his most challenging cases: In Murder on the Orient Express, an American millionaire dies of multiple stab wounds on a snowbound train bound for Paris, and in The Murder of Roger Ackroyd, a wealthy widower is stabbed to death in his study, the sensational book that made Agatha Christie a household name.",₹529
756,The Boy with a Broken Heart,"English, Paperback, Datta Durjoy",4.5,"(4,188)","Summary of the Book  The Boy With a Broken Heart is a romantic book by Durjoy Dutta. It's been two years since Raghu broke up with Brahmi on one fateful night. Having lost everything at that moment, he wishes to stay hidden from the rest of the world. However, Advaita, who takes an interest in him has no intention of leaving him alone. She is very curious to know what drove him to his current heartbroken state. The story begins in the form of a journal entry with Advaita who is dealing with her own set of personal issues. However, nothing troubles her more than determining the root cause of Raghu’s gloominess. This book focuses on contemporary issues an average Indian youngster faces in his/her life, especially the young women. Buy The Boy With a Broken Heart online and find out what happens eventually. About the Author Indian novelist Durjoy Dutta was born in Mehsana, Gujarat. After completing his schooling at Bal Bharati Public School, Pitampura, Durjoy got into Delhi College of Engineering, now known as Delhi Technological University, to pursue mechanical engineering. Although he got a job at American Express, Durjoy knew that a corporate job wasn’t something that he wanted to do. In 2011, he took a bold decision to quit his job so that he could pursue writing full-time. Some of his notable novels are Now That You're Rich! Lets Fall in Love!, You Were My Crush! ... Till You Said You Love Me! and If It's Not Forever ... It's Not Love. ",₹143
757,2 States - The Story of My Marriage,"English, Paperback, Bhagat Chetan",4.4,"(6,979)"," This is the Tamil version of the bestselling novel, 2 States: The Story of My Marriage, written by Chetan Bhagat.  Summary of the Book  2 States is based on Bhagat’s own marriage story with his wife! It depicts the story of the couple, Krish and Ananya, coming from different states in India. They are in love with each other, and cannot wait to tie the knot of marriage. But, persuading their parents to approve of their marriage is the hardest encounter they have to face yet. Will a shot at rebellion or a bout of coaxing work for them? The book has been adapted into a major Bollywood movie, starring Alia Bhatt and Arjun Kapoor.  About Chetan Bhagat  	Chetan Bhagat is a famous contemporary Indian writer, speaker, columnist and novelist. He was born in New Delhi in 1974. Considered one of India's most popular writers of fiction, Chetan Bhagat is an alumnus of the Indian Institute of Technology, Delhi and the Indian Institute of Management, Ahmedabad. Before becoming a fulltime writer, Chetan worked as an investment banker for a few years. Some of Chetan's other notable works are Revolution 2020 and Half Girlfriend. Three of his books have been adapted into Bollywood movies, two of which went on to become massive hit movies: 3 Idiots and Kai Po Che!",₹138
760,Diary of a Wimpy Kid: The Third Wheel (Book 7) - The Th...,"English, Paperback, Kinney Jeff",4.5,"(1,508)"," Diary of a Wimpy Kid: The Third Wheel is the seventh book in the brilliant, award-winning, bestselling Diary of a Wimpy Kid series. The book is hilarious and is perfect for children. The seventh book is a delightful book and will surely leave the millions of wimpy kid fans wanting for more.  Summary  	Valentine’s Day is just around the corner and Greg Heffley is on his toes to find a date for the Valentine’s Day dance at school. He struggles to find the perfect date. Rowley, his best friend, is also in the same predicament but a major turn of events lands Greg with a partner for the school dance. This leaves Rowley alone, but the night is still not over, and one never knows who gets lucky in love!  About Jeffery Kinney  	Jeffrey Kinney is an American writer, producer, cartoonist, game designer and actor. He authored the famous The Diary of a Wimpy Kid series and received high acclaim. He also created a website for children called Poptropica, which is known by many children worldwide. The first three books of the diary of a Wimpy kid series have been made into motion pictures, in which Kinney played a small role.",₹223
761,Half Girlfriend,"English, Paperback, Bhagat Chetan",4.2,"(58,839)","Summary of the BookThe story of this novel is set in locations such as rural Bihar, New Delhi, Patna, and New York. This is the story of a boy from Bihar who is on a quest to win over the girl he loves. In this book, Chetan Bhagat dives into the sentiments experienced by a backward rural boy who enrols himself at the prestigious English-medium St. Stephen’s College, New Delhi. He then falls in love with a classy English-speaking rich girl from Delhi. He has a major linguistic set back as he doesn't speak English well. The girl does not give in to his attempts but instead agrees to be his ""half girlfriend”.About the AuthorBorn to an Army officer and a government servant, Chetan Bhagat’s destiny to become a writer was far from foreseen. After completing his mechanical engineering from IIT Delhi, Chetan went on to obtain his MBA from the prestigious IIM Ahmedabad. But, it wasn’t until a decade of trying to fit into the corporate way of living when Chetan decided that he needed to dedicate his life to writing. Since then, Chetan has authored several best-selling novels, such as Five Point Someone, The Girl in Room 105 and 2 States, among others. Not only did Chetan’s works inspire some hit films, such as Kai Po Che, 2 States and 3 Idiots, but they also helped him get featured in Forbes India magazine as one of the top celebrities of India (2016). ",₹153
